Область,Індекс та номер дороги,Код КОАТУУ області,Довжина (протяжність) дороги (км),Найменування дороги,Найменша ширина земляного полотна (м),"Територіальний статус (обласна, районна)"
Донецька,,1400000000,8.9,Від /Т-05-23/ - Приазовське - /Н-08/ км 0+000 - км 8+900,6.0,районна
Донецька,,1400000000,2.6,Від /Т-05-23/ - /М-14/,7.5,районна
Донецька,,1400000000,1.9,Від /Т-05-23/ - під'їзд до м. Мангуш(з'їзд №1),7.5,районна
Донецька,,1400000000,0.7,Від /Т-05-23/ - під'їзд до м. Мангуш(з'їзд №2),7.5,районна
Донецька,,1400000000,6.6,Никанорівка - Оріхуватка км 0+000 - км 6+600,6.0,районна
Донецька,,1400000000,7.3,Микільське - Хрестище км 0+000 - км 7+300,6.0,районна
Донецька,,1400000000,9.7,Шнурки - Іванівка км 0+000 - км 9+700,6.0,районна
Донецька,,1400000000,5.7,Роганське - Сергіївка км 0+000 - км 5+700,6.0,районна
Донецька,,1400000000,7.5,Сергіївка - Городещине км 0+000 - км 7+500,6.0,районна
Донецька,,1400000000,3.9,Шнурки - Долина км 0+000 - км 3+900,6.0,районна
Донецька,,1400000000,13.8,Городещине - Малотаранівка км 0+000 - км 13+800,6.0,районна
Донецька,,1400000000,5.8,Олександрівка - Маячка км 0+000 - км 5+800,6.0,районна
Донецька,,1400000000,5.6,Андріївка - Новоандріївка км 0+000 - км 5+600,6.0,районна
Донецька,,1400000000,2.2,Тетянівка - /Слов'янськ - Пришиб/ км 0+000 - км 2+200,6.0,районна
Донецька,,1400000000,3.4,Никанорівка - Малинівка км 0+000 - км 3+400,6.0,районна
Донецька,,1400000000,1.6,Від /Т-05-14/ - Городещине км 0+000 - км 1+600,6.0,районна
Донецька,,1400000000,7.0,Слов'янськ - Пискунівка км 0+000 - км 7+000,6.0,районна
Донецька,,1400000000,7.0,Від /Т-05-14/ - Донецьке км 0+000 - км 7+000,6.0,районна
Донецька,,1400000000,5.7,Слов'янськ- Андріівка км 0+000 - км 5+700,6.0,районна
Донецька,,1400000000,5.4,Слов'янськ - Хрестище км 0+000 - км 5+400,6.0,районна
Донецька,,1400000000,15.4,Першомар'ївка - Малинівка - /М-03/ км 0+000 - км 15+400,6.0,районна
Донецька,,1400000000,29.6,Майдан - Андріївка км 0+000 - км 29+600,6.0,районна
Донецька,,1400000000,12.4,Від /М-03/ - Рай-Олександрівка км 0+000 - км 12+400,6.0,районна
Донецька,,1400000000,22.3,Черкаське - Новомиколаївка - Билбасівка км 0+000 - км 22+300,6.0,районна
Донецька,,1400000000,2.0,Слов'янськ - Мирне км 0+000 - км 2+000,6.0,районна
Донецька,,1400000000,1.6,Черкаське - Олександрівка км 0+000 - км 1+600,6.0,районна
Донецька,,1400000000,2.9,Привілля - /Слов'янськ - Майдан/ км 0+000 - км 2+900,6.0,районна
Донецька,,1400000000,8.8,Дмитрівка - Привілля - Сергіївка км 0+000 - км 8+800,6.0,районна
Донецька,,1400000000,1.9,Слов'янськ - Маньки км 0+000 - км 1+900,6.0,районна
Донецька,,1400000000,13.8,Хрестище - Сидорове км 0+000 - км 13+800,6.0,районна
Донецька,,1400000000,2.0,Краснопілля - Долина км 0+000 - км 2+000,6.0,районна
Донецька,,1400000000,12.8,Олександрівка - Дмитрівка з під'їздом до радгоспу ім. Крупської км 0+000 - км 12+800,6.0,районна
Донецька,,1400000000,10.3,Новомиколаївка - Адамівка - /М-03/ км 0+000 - км 10+300,6.0,районна
Донецька,,1400000000,3.0,Від /М-03/ - Карпівка км 0+000 - км 3+000,6.0,районна
Донецька,,1400000000,2.1,Від /М-03/ - Маньки км 0+000 - км 2+100,6.0,районна
Донецька,,1400000000,3.8,Пискунівка-/Миколаївка-Рай-Олександрівка/ км 0+000 - км 3+782,6.0,районна
Донецька,,1400000000,0.4,Від /Т-05-14/ - з'їзд №1 до каналу Сіверський Донець,6.0,районна
Донецька,,1400000000,1.2,Від /Т-05-14/ - з'їзд №2 до каналу Сіверський Донець,6.0,районна
Донецька,,1400000000,2.0,Вознесенівка - /Старобешеве - Новий Світ/ км 0+000 - км 2+000,6.0,районна
Донецька,,1400000000,1.5,Берегове - /Т-05-09/ км 0+000 - км 1+500,6.0,районна
Донецька,,1400000000,2.9,Новокатеринівка - Прохорівське км 0+000 - км 2+900,6.0,районна
Донецька,,1400000000,8.3,Від /Т-05-08/ - Підгірне км 0+000 - км 8+300,6.0,районна
Донецька,,1400000000,5.9,Від /Новокатеринівка - Кумачове/ - Будівельник км 0+000 - км 5+900,6.0,районна
Донецька,,1400000000,10.5,Від /Новокатеринівка-Кумачове/-Світлий Промінь км 0+000 - км 10+500,6.0,районна
Донецька,,1400000000,2.8,Кам'яне - /Новокатеринівка - Кумачове/ км 0+000 - км 2+800,6.0,районна
Донецька,,1400000000,1.0,Любівка - /Новокатеринівка - Кумачове/ км 0+000 - км 1+000,6.0,районна
Донецька,,1400000000,0.9,Від /Новомихайлівка - /Новокатеринівка - Кумачове/ - Розівка/ - Широке  км 0+000 - км 0+900,6.0,районна
Донецька,,1400000000,13.0,Зернове - /Т-05-08/ км 0+000 - км 13+000,6.0,районна
Донецька,,1400000000,3.5,Від /Менчугове - /Т-05-08// - Верезамське км 0+000 - км 3+500,6.0,районна
Донецька,,1400000000,5.3,Осикове - Новодвірне км 0+000 - км 5+300,6.0,районна
Донецька,,1400000000,19.4,Від /Новомихайлівка - /Новокатеринівка - Кумачове// - Розівка км 0+000 - км 19+400,6.0,районна
Донецька,,1400000000,4.2,Кальміуське - Веселе км 0+000 - км 4+200,6.0,районна
Донецька,,1400000000,2.4,Від / Кальміуське - Новозар'ївка/ - Зелене км 0+000 - км 2+400,6.0,районна
Донецька,,1400000000,3.5,Від /Т-05-08/ - Краснопілля км 0+000 - км 3+500,6.0,районна
Донецька,,1400000000,4.0,Світле - Андріївка км 0+000 - км 4+000,6.0,районна
Донецька,,1400000000,1.6,Прохорівське - Шмідта км 0+000 - км 1+600,6.0,районна
Донецька,,1400000000,3.7,Колоски - Бурне км 0+000 - км 3+700,6.0,районна
Донецька,,1400000000,8.3,Перемога - Берестове км 0+000 - км 8+300,6.0,районна
Донецька,,1400000000,6.0,Верхокам'янка - Лужки км 0+000 - км 6+000,6.0,районна
Донецька,,1400000000,1.5,Краснопілля - Холодне км 0+000 - км 1+500,6.0,районна
Донецька,,1400000000,3.9,Василівка - /на Староласпу/ км 0+000 - км 3+900,6.0,районна
Донецька,,1400000000,1.0,Ларине - Придорожнє км 0+000 - км 1+000,6.0,районна
Донецька,,1400000000,8.3,Від /Т-05-08/ - Новобешеве - Новосілка км 0+000 - км 8+300,6.0,районна
Донецька,,1400000000,2.6,Кальміуське - Кам'яне км 0+000 - км 2+600,6.0,районна
Донецька,,1400000000,17.3,Світле - Чумаки - /Старобешеве - Новий Світ/ км 0+000 - км 17+300,6.0,районна
Донецька,,1400000000,1.6,Кальміуське - Чкаловський км 0+000 - км 1+600,6.0,районна
Донецька,,1400000000,0.9,Петрівське - /Новокатеринівка - /Т-05-08// км 0+000 - км 0+900,6.0,районна
Донецька,,1400000000,5.3,Кальміуське - Новозар'ївка км 0+000 - км 5+300,6.0,районна
Донецька,,1400000000,2.4,Сонцеве - /Т-05-08/ км 0+000 - км 2+400,6.0,районна
Донецька,,1400000000,23.0,Стила - Роздольне км 0+000 - км 23+000,6.0,районна
Донецька,,1400000000,19.9,Від /Т-05-09/ - Сарабаш - /Т-05-08/ км 0+000 - км 19+900,6.0,районна
Донецька,,1400000000,1.8,Мар'янівка - /Т-05-08/ км 0+000 - км 1+800,6.0,районна
Донецька,,1400000000,15.7,Новокатеринівка - Кумачове км 0+000 - км 15+700,6.0,районна
Донецька,,1400000000,11.3,Новокатеринівка - /Т-05-08/ км 0+000 - км 11+300,6.0,районна
Донецька,,1400000000,3.6,Від /Т-05-08/ - Роздольне км 0+000 - км 3+600,6.0,районна
Донецька,,1400000000,23.1,Новомихайлівка - /Новокатеринівка - Кумачове/ км 0+000 - км 23+100,6.0,районна
Донецька,,1400000000,10.9,Менчугове - /Т-05-08/ км 0+000 - км 10+900,6.0,районна
Донецька,,1400000000,9.7,Воля - Черевківське - Кузнецово-Михайлівка км 0+000 - км 9+700,6.0,районна
Донецька,,1400000000,9.4,Михайлівка - Зелений Гай км 0+000 - км 9+400,6.0,районна
Донецька,,1400000000,1.5,Білокриничне - /Т-05-08/ км 0+000 - км 1+500,6.0,районна
Донецька,,1400000000,3.0,Від /Т-05-08/ - Самсонове км 0+000 - км 3+000,6.0,районна
Донецька,,1400000000,3.3,Олександрівське - /Т-05-08/ км 0+000 - км 3+300,6.0,районна
Донецька,,1400000000,0.7,Від /Михайлівка - Зелений Гай/ - Новоолександрівка км 0+000 - км 0+700,6.0,районна
Донецька,,1400000000,5.5,Від /Т-05-19/ - Котлярівське км 0+000 - км 5+500,6.0,районна
Донецька,,1400000000,5.4,Миколаївка - Шевченко км 0+000 - км 5+400,6.0,районна
Донецька,,1400000000,3.0,Шевченко - Петрівське км 0+000 - км 3+000,6.0,районна
Донецька,,1400000000,7.4,Тавричеське - /Т-05-19/ км 0+000 - км 7+400,6.0,районна
Донецька,,1400000000,4.8,Від /Т-05-19/ - Запорожець км 0+000 - км 4+800,6.0,районна
